match_group_id,match_group_size,match_group_sources,duplicate_status,exact_duplicate_size,recommended_action,is_real_gig_guess,needs_review,review_reason,normalized_date,normalized_time,normalized_venue_key,source_family,source_file,source_row,source_segment,source_status,source_calendar,calendar_event_id,gig_bucket,venue_name,event_name,address_or_location,place_id,original_date,original_time,raw_text
G0095,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-05-31,13:00,day dream day dream,google_calendar_export,data/staged/jddm-calendar-gigs.csv,60,,COMPLETED,justdeedeemusic@gmail.com,6rid9hbi8eoa20k8hu2ijs2hte@google.com,past,Day Dream Farm Winery,Day Dream Farm Winery,,,2025-05-31,1:00pm,2025-05-31 | 1:00pm | COMPLETED | Day Dream Farm Winery | Day Dream Farm Winery
G0096,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-07,,pint pie works cleveland massillon bath,current_sheet_past_gigs,assets/data/jddm-venues.csv,422,6,Booked,,,past,The Pint & Pie Works,2025-06-07,"1925 North Cleveland Massillon Rd, Bath, OH",the-pint-and-pie-works-bath-oh,2025-06-07,2025-06-07,2025-06-07
G0096,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-07,18:00,pint pie works cleveland massillon bath,current_sheet_past_gigs,assets/data/jddm-venues.csv,422,7,Booked,,,past,The Pint & Pie Works,2025-06-07 6:00pm ET | COMPLETED | Pint and Pie Works | 49ako0jvojomd9bc9ovicjuj7n@google.com,"1925 North Cleveland Massillon Rd, Bath, OH",the-pint-and-pie-works-bath-oh,2025-06-07 6:00pm ET | COMPLETED | Pint and Pie Works | 49ako0jvojomd9bc9ovicjuj7n@google.com,2025-06-07 6:00pm ET | COMPLETED | Pint and Pie Works | 49ako0jvojomd9bc9ovicjuj7n@google.com,2025-06-07 6:00pm ET | COMPLETED | Pint and Pie Works | 49ako0jvojomd9bc9ovicjuj7n@google.com
G0096,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-07,,justdeedeemusic pint pie works cleveland massillon akron,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,98,,COMPLETED,,,past,"1925 N Cleveland Massillon Rd, Akron, OH 44333",JustDeeDeeMusic Live @ The Pint & Pie Works,"1925 N Cleveland Massillon Rd, Akron, OH 44333",,"Saturday, June 07, 2025",Not Listed,"Saturday, June 07, 2025 | Not Listed | JustDeeDeeMusic Live @ The Pint & Pie Works | 1925 N Cleveland Massillon Rd, Akron, OH 44333"
G0096,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-07,18:00,pint pie works pint pie works,google_calendar_export,data/staged/jddm-calendar-gigs.csv,61,,COMPLETED,justdeedeemusic@gmail.com,49ako0jvojomd9bc9ovicjuj7n@google.com,past,Pint and Pie Works,Pint and Pie Works,,,2025-06-07,6:00pm,2025-06-07 | 6:00pm | COMPLETED | Pint and Pie Works | Pint and Pie Works
G0097,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-08,,brew kettle brunswick center brunswick,current_sheet_past_gigs,assets/data/jddm-venues.csv,387,3,Played in the Past,,,past,The Brew Kettle Brunswick,2025-06-08,"5288 Center Rd, Brunswick, OH, 44212",the-brew-kettle-brunswick-brunswick-oh-44212,2025-06-08,2025-06-08,2025-06-08
G0097,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-08,13:00,brew kettle brunswick center brunswick,current_sheet_past_gigs,assets/data/jddm-venues.csv,387,4,Played in the Past,,,past,The Brew Kettle Brunswick,2025-06-08 1:00pm ET | COMPLETED | Brew Kettle Brunswick | 2pm9miu9g9jlaaac49jrsear6r@google.com,"5288 Center Rd, Brunswick, OH, 44212",the-brew-kettle-brunswick-brunswick-oh-44212,2025-06-08 1:00pm ET | COMPLETED | Brew Kettle Brunswick | 2pm9miu9g9jlaaac49jrsear6r@google.com,2025-06-08 1:00pm ET | COMPLETED | Brew Kettle Brunswick | 2pm9miu9g9jlaaac49jrsear6r@google.com,2025-06-08 1:00pm ET | COMPLETED | Brew Kettle Brunswick | 2pm9miu9g9jlaaac49jrsear6r@google.com
G0097,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-08,,justdeedeemusic brew kettle brunswick center brunswick,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,99,,COMPLETED,,,past,"5288 Center Rd, Brunswick, OH 44212",JustDeeDeeMusic Live @ The Brew Kettle Brunswick,"5288 Center Rd, Brunswick, OH 44212",,"Sunday, June 08, 2025",Not Listed,"Sunday, June 08, 2025 | Not Listed | JustDeeDeeMusic Live @ The Brew Kettle Brunswick | 5288 Center Rd, Brunswick, OH 44212"
G0097,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-08,13:00,brew kettle brunswick brew kettle brunswick,google_calendar_export,data/staged/jddm-calendar-gigs.csv,62,,COMPLETED,justdeedeemusic@gmail.com,2pm9miu9g9jlaaac49jrsear6r@google.com,past,Brew Kettle Brunswick,Brew Kettle Brunswick,,,2025-06-08,1:00pm,2025-06-08 | 1:00pm | COMPLETED | Brew Kettle Brunswick | Brew Kettle Brunswick
G0098,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-11,,little birdie wine nest broadview parma,current_sheet_past_gigs,assets/data/jddm-venues.csv,242,1,Played in the Past,,,past,Little Birdie Wine Nest,2025-06-11,"6060 Broadview Rd, Parma, OH, 44134",little-birdie-wine-nest-parma-oh-44134,2025-06-11,2025-06-11,2025-06-11
G0098,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-11,18:30,little birdie wine nest broadview parma,current_sheet_past_gigs,assets/data/jddm-venues.csv,242,2,Played in the Past,,,past,Little Birdie Wine Nest,2025-06-11 6:30pm ET | COMPLETED | Little Birdie Wine Nest | 733d1oarsppi7d9s8p8t0lfjir@google.com,"6060 Broadview Rd, Parma, OH, 44134",little-birdie-wine-nest-parma-oh-44134,2025-06-11 6:30pm ET | COMPLETED | Little Birdie Wine Nest | 733d1oarsppi7d9s8p8t0lfjir@google.com,2025-06-11 6:30pm ET | COMPLETED | Little Birdie Wine Nest | 733d1oarsppi7d9s8p8t0lfjir@google.com,2025-06-11 6:30pm ET | COMPLETED | Little Birdie Wine Nest | 733d1oarsppi7d9s8p8t0lfjir@google.com
G0098,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-11,,justdeedeemusc little birdie wine nest broadview parma,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,100,,COMPLETED,,,past,"6060 Broadview Rd, Parma, OH 44134",JustDeeDeeMusc Live @ Little Birdie Wine Nest,"6060 Broadview Rd, Parma, OH 44134",,"Wednesday, June 11, 2025",Not Listed,"Wednesday, June 11, 2025 | Not Listed | JustDeeDeeMusc Live @ Little Birdie Wine Nest | 6060 Broadview Rd, Parma, OH 44134"
G0098,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-11,18:30,little birdie wine nest little birdie wine nest,google_calendar_export,data/staged/jddm-calendar-gigs.csv,63,,COMPLETED,justdeedeemusic@gmail.com,733d1oarsppi7d9s8p8t0lfjir@google.com,past,Little Birdie Wine Nest,Little Birdie Wine Nest,,,2025-06-11,6:30pm,2025-06-11 | 6:30pm | COMPLETED | Little Birdie Wine Nest | Little Birdie Wine Nest
G0099,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-14,,castaway craig pub grub grandview lake milton,current_sheet_past_gigs,assets/data/jddm-venues.csv,91,1,Booked,,,past,Castaway Craig's Pub & Grub,2025-06-14,"2114 Grandview Rd, Lake Milton, OH, 44429",castaway-craig-s-pub-and-grub-lake-milton-oh-44429,2025-06-14,2025-06-14,2025-06-14
G0099,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-14,14:00,castaway craig pub grub grandview lake milton,current_sheet_past_gigs,assets/data/jddm-venues.csv,91,2,Booked,,,past,Castaway Craig's Pub & Grub,2025-06-14 2:00pm ET | COMPLETED | Castaway Craigs - Lake Milton | 853B6E99-8BA3-4C49-A5FF-88AAA1E5EB56,"2114 Grandview Rd, Lake Milton, OH, 44429",castaway-craig-s-pub-and-grub-lake-milton-oh-44429,2025-06-14 2:00pm ET | COMPLETED | Castaway Craigs - Lake Milton | 853B6E99-8BA3-4C49-A5FF-88AAA1E5EB56,2025-06-14 2:00pm ET | COMPLETED | Castaway Craigs - Lake Milton | 853B6E99-8BA3-4C49-A5FF-88AAA1E5EB56,2025-06-14 2:00pm ET | COMPLETED | Castaway Craigs - Lake Milton | 853B6E99-8BA3-4C49-A5FF-88AAA1E5EB56
G0099,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-14,,justdeedeemusic castaway craig grandview lake milton,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,101,,COMPLETED,,,past,"2114 Grandview Rd, Lake Milton, OH 44429",JustDeeDeeMusic Live @ Castaway Craig's,"2114 Grandview Rd, Lake Milton, OH 44429",,"Saturday, June 14, 2025",Not Listed,"Saturday, June 14, 2025 | Not Listed | JustDeeDeeMusic Live @ Castaway Craig's | 2114 Grandview Rd, Lake Milton, OH 44429"
G0099,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-14,14:00,castaway craigs lake milton castaway craigs lake milton,google_calendar_export,data/staged/jddm-calendar-gigs.csv,64,,COMPLETED,justdeedeemusic@gmail.com,853B6E99-8BA3-4C49-A5FF-88AAA1E5EB56,past,Castaway Craigs - Lake Milton,Castaway Craigs - Lake Milton,,,2025-06-14,2:00pm,2025-06-14 | 2:00pm | COMPLETED | Castaway Craigs - Lake Milton | Castaway Craigs - Lake Milton
G0100,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-15,,das weinhaus erhart litchfield,current_sheet_past_gigs,assets/data/jddm-venues.csv,126,26,Booked,,,past,Das Weinhaus,2025-06-15,"3232 Erhart Rd, Litchfield, OH, 44253",das-weinhaus-litchfield-oh-44253,2025-06-15,2025-06-15,2025-06-15
G0100,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-15,15:00,das weinhaus erhart litchfield,current_sheet_past_gigs,assets/data/jddm-venues.csv,126,27,Booked,,,past,Das Weinhaus,2025-06-15 3:00pm ET | COMPLETED | Das Weinhaus | hcobekjr7j07kqmptuqga6qisk@google.com,"3232 Erhart Rd, Litchfield, OH, 44253",das-weinhaus-litchfield-oh-44253,2025-06-15 3:00pm ET | COMPLETED | Das Weinhaus | hcobekjr7j07kqmptuqga6qisk@google.com,2025-06-15 3:00pm ET | COMPLETED | Das Weinhaus | hcobekjr7j07kqmptuqga6qisk@google.com,2025-06-15 3:00pm ET | COMPLETED | Das Weinhaus | hcobekjr7j07kqmptuqga6qisk@google.com
G0100,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-15,,justdeedeemusic das weinhaus erhart litchfield,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,102,,COMPLETED,,,past,"3232 Erhart Rd, Litchfield, OH 44253",JustDeeDeeMusic Live @ Das Weinhaus,"3232 Erhart Rd, Litchfield, OH 44253",,"Sunday, June 15, 2025",Not Listed,"Sunday, June 15, 2025 | Not Listed | JustDeeDeeMusic Live @ Das Weinhaus | 3232 Erhart Rd, Litchfield, OH 44253"
G0100,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-06-15,15:00,das weinhaus das weinhaus,google_calendar_export,data/staged/jddm-calendar-gigs.csv,65,,COMPLETED,justdeedeemusic@gmail.com,hcobekjr7j07kqmptuqga6qisk@google.com,past,Das Weinhaus,Das Weinhaus,,,2025-06-15,3:00pm,2025-06-15 | 3:00pm | COMPLETED | Das Weinhaus | Das Weinhaus
G0193,1,google_calendar_export,unique_single_source,1,Exclude from gig count unless manually confirmed,no,yes,"Calendar row looks private, proposed, all-day tour, travel, or placeholder",2025-06-20,,summer tour june 20th july 6th summer tour june 20th july 6th,google_calendar_export,data/staged/jddm-calendar-gigs.csv,66,,COMPLETED,JDDM Web Events,1r4d1br7p5hn6domji9nefr53s@google.com,past,JDDM 2025 Summer Tour; June 20th - July 6th,JDDM 2025 Summer Tour; June 20th - July 6th,,,2025-06-20,,2025-06-20 | COMPLETED | JDDM 2025 Summer Tour; June 20th - July 6th | JDDM 2025 Summer Tour; June 20th - July 6th
G0101,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-12,,peninsula coffee house main peninsula,current_sheet_past_gigs,assets/data/jddm-venues.csv,302,2,Booked,,,past,Peninsula Coffee House and Market,2025-07-12,"1653 Main St, Peninsula, OH, 44264",peninsula-coffee-house-and-market-peninsula-oh-44264,2025-07-12,2025-07-12,2025-07-12
G0101,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-12,17:00,peninsula coffee house main peninsula,current_sheet_past_gigs,assets/data/jddm-venues.csv,302,3,Booked,,,past,Peninsula Coffee House and Market,2025-07-12 5:00pm ET | COMPLETED | Peninsula Coffee House and Market | 16l1qeond5s2i90vr2tijg1nh5@google.com,"1653 Main St, Peninsula, OH, 44264",peninsula-coffee-house-and-market-peninsula-oh-44264,2025-07-12 5:00pm ET | COMPLETED | Peninsula Coffee House and Market | 16l1qeond5s2i90vr2tijg1nh5@google.com,2025-07-12 5:00pm ET | COMPLETED | Peninsula Coffee House and Market | 16l1qeond5s2i90vr2tijg1nh5@google.com,2025-07-12 5:00pm ET | COMPLETED | Peninsula Coffee House and Market | 16l1qeond5s2i90vr2tijg1nh5@google.com
G0101,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-12,,justdeedeemusic peninsula coffee house main peninsula,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,103,,COMPLETED,,,past,"1653 Main St, Peninsula, OH 44264",JustDeeDeeMusic Live @ Peninsula Coffee House and Market,"1653 Main St, Peninsula, OH 44264",,"Saturday, July 12, 2025",Not Listed,"Saturday, July 12, 2025 | Not Listed | JustDeeDeeMusic Live @ Peninsula Coffee House and Market | 1653 Main St, Peninsula, OH 44264"
G0101,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-12,17:00,peninsula coffee house peninsula coffee house,google_calendar_export,data/staged/jddm-calendar-gigs.csv,67,,COMPLETED,justdeedeemusic@gmail.com,16l1qeond5s2i90vr2tijg1nh5@google.com,past,Peninsula Coffee House and Market,Peninsula Coffee House and Market,,,2025-07-12,5:00pm,2025-07-12 | 5:00pm | COMPLETED | Peninsula Coffee House and Market | Peninsula Coffee House and Market
G0102,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-12,,seville main seville,current_sheet_past_gigs,assets/data/jddm-venues.csv,506,2,Booked,,,past,Seville Farm Market,2025-07-12,"73 W Main St, Seville, OH",seville-farm-market-united-states,2025-07-12,2025-07-12,2025-07-12
G0102,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-12,09:00,seville main seville,current_sheet_past_gigs,assets/data/jddm-venues.csv,506,3,Booked,,,past,Seville Farm Market,2025-07-12 9:00am ET | COMPLETED | Seville Farmers Market | 30cbrbor5hlc47tliee7nc3ums@google.com,"73 W Main St, Seville, OH",seville-farm-market-united-states,2025-07-12 9:00am ET | COMPLETED | Seville Farmers Market | 30cbrbor5hlc47tliee7nc3ums@google.com,2025-07-12 9:00am ET | COMPLETED | Seville Farmers Market | 30cbrbor5hlc47tliee7nc3ums@google.com,2025-07-12 9:00am ET | COMPLETED | Seville Farmers Market | 30cbrbor5hlc47tliee7nc3ums@google.com
G0102,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-12,,justdeedeemusic seville main seville united states,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,104,,COMPLETED,,,past,"73 W Main St, Seville, OH, United States, Ohio",JustDeeDeeMusic Live @ Seville Farm Market,"73 W Main St, Seville, OH, United States, Ohio",,"Saturday, July 12, 2025",Not Listed,"Saturday, July 12, 2025 | Not Listed | JustDeeDeeMusic Live @ Seville Farm Market | 73 W Main St, Seville, OH, United States, Ohio"
G0102,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-12,09:00,seville seville,google_calendar_export,data/staged/jddm-calendar-gigs.csv,68,,COMPLETED,justdeedeemusic@gmail.com,30cbrbor5hlc47tliee7nc3ums@google.com,past,Seville Farmers Market,Seville Farmers Market,,,2025-07-12,9:00am,2025-07-12 | 9:00am | COMPLETED | Seville Farmers Market | Seville Farmers Market
G0194,1,google_calendar_export,unique_single_source,1,Exclude from gig count unless manually confirmed,no,yes,"Calendar row looks private, proposed, all-day tour, travel, or placeholder",2025-07-13,,private private party,google_calendar_export,data/staged/jddm-calendar-gigs.csv,69,,COMPLETED,justdeedeemusic@gmail.com,s7vo728cc4tdakvtl4t5d6g5b0@google.com,past,Private Event,Private party,,,2025-07-13,,2025-07-13 | COMPLETED | Private Event | Private party
G0103,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-19,,castaway craig pub grub grandview lake milton,current_sheet_past_gigs,assets/data/jddm-venues.csv,91,3,Booked,,,past,Castaway Craig's Pub & Grub,2025-07-19,"2114 Grandview Rd, Lake Milton, OH, 44429",castaway-craig-s-pub-and-grub-lake-milton-oh-44429,2025-07-19,2025-07-19,2025-07-19
G0103,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-19,14:00,castaway craig pub grub grandview lake milton,current_sheet_past_gigs,assets/data/jddm-venues.csv,91,4,Booked,,,past,Castaway Craig's Pub & Grub,2025-07-19 2:00pm ET | COMPLETED | Castaway Craigs - Lake Milton | 87F5FE47-60DE-4BD2-9BFE-F20F09B2DA19,"2114 Grandview Rd, Lake Milton, OH, 44429",castaway-craig-s-pub-and-grub-lake-milton-oh-44429,2025-07-19 2:00pm ET | COMPLETED | Castaway Craigs - Lake Milton | 87F5FE47-60DE-4BD2-9BFE-F20F09B2DA19,2025-07-19 2:00pm ET | COMPLETED | Castaway Craigs - Lake Milton | 87F5FE47-60DE-4BD2-9BFE-F20F09B2DA19,2025-07-19 2:00pm ET | COMPLETED | Castaway Craigs - Lake Milton | 87F5FE47-60DE-4BD2-9BFE-F20F09B2DA19
G0103,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-19,,justdeedeemusic castaway craig grandview lake milton,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,105,,COMPLETED,,,past,"2114 Grandview Rd, Lake Milton, OH 44429",JustDeeDeeMusic Live @ Castaway Craig's,"2114 Grandview Rd, Lake Milton, OH 44429",,"Saturday, July 19, 2025",Not Listed,"Saturday, July 19, 2025 | Not Listed | JustDeeDeeMusic Live @ Castaway Craig's | 2114 Grandview Rd, Lake Milton, OH 44429"
G0103,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-19,14:00,castaway craigs lake milton castaway craigs lake milton,google_calendar_export,data/staged/jddm-calendar-gigs.csv,70,,COMPLETED,justdeedeemusic@gmail.com,87F5FE47-60DE-4BD2-9BFE-F20F09B2DA19,past,Castaway Craigs - Lake Milton,Castaway Craigs - Lake Milton,,,2025-07-19,2:00pm,2025-07-19 | 2:00pm | COMPLETED | Castaway Craigs - Lake Milton | Castaway Craigs - Lake Milton
G0104,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-20,,das weinhaus erhart litchfield,current_sheet_past_gigs,assets/data/jddm-venues.csv,126,28,Booked,,,past,Das Weinhaus,2025-07-20,"3232 Erhart Rd, Litchfield, OH, 44253",das-weinhaus-litchfield-oh-44253,2025-07-20,2025-07-20,2025-07-20
G0104,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-20,14:00,das weinhaus erhart litchfield,current_sheet_past_gigs,assets/data/jddm-venues.csv,126,29,Booked,,,past,Das Weinhaus,2025-07-20 2:00pm ET | COMPLETED | Das Weinhaus | 1mso4k7smn96mgiub0grd09s5m@google.com,"3232 Erhart Rd, Litchfield, OH, 44253",das-weinhaus-litchfield-oh-44253,2025-07-20 2:00pm ET | COMPLETED | Das Weinhaus | 1mso4k7smn96mgiub0grd09s5m@google.com,2025-07-20 2:00pm ET | COMPLETED | Das Weinhaus | 1mso4k7smn96mgiub0grd09s5m@google.com,2025-07-20 2:00pm ET | COMPLETED | Das Weinhaus | 1mso4k7smn96mgiub0grd09s5m@google.com
G0104,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-20,,justdeedeemusic das weinhaus erhart litchfield,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,106,,COMPLETED,,,past,"3232 Erhart Rd, Litchfield, OH 44253",JustDeeDeeMusic Live @ Das Weinhaus,"3232 Erhart Rd, Litchfield, OH 44253",,"Sunday, July 20, 2025",Not Listed,"Sunday, July 20, 2025 | Not Listed | JustDeeDeeMusic Live @ Das Weinhaus | 3232 Erhart Rd, Litchfield, OH 44253"
G0104,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-20,14:00,das weinhaus das weinhaus,google_calendar_export,data/staged/jddm-calendar-gigs.csv,71,,COMPLETED,justdeedeemusic@gmail.com,1mso4k7smn96mgiub0grd09s5m@google.com,past,Das Weinhaus,Das Weinhaus,,,2025-07-20,2:00pm,2025-07-20 | 2:00pm | COMPLETED | Das Weinhaus | Das Weinhaus
G0105,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-26,,bummin beaver washington chagrin falls,current_sheet_past_gigs,assets/data/jddm-venues.csv,74,2,Booked,,,past,Bummin' Beaver Brewery,2025-07-26,"11610 E Washington St, Chagrin Falls, OH, 44023",bummin-beaver-brewery-chagrin-falls-oh-44023,2025-07-26,2025-07-26,2025-07-26
G0105,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-26,18:00,bummin beaver washington chagrin falls,current_sheet_past_gigs,assets/data/jddm-venues.csv,74,3,Booked,,,past,Bummin' Beaver Brewery,2025-07-26 6:00pm ET | COMPLETED | Bummin' Beaver Brewery | 11610 E Washington St,"11610 E Washington St, Chagrin Falls, OH, 44023",bummin-beaver-brewery-chagrin-falls-oh-44023,2025-07-26 6:00pm ET | COMPLETED | Bummin' Beaver Brewery | 11610 E Washington St,2025-07-26 6:00pm ET | COMPLETED | Bummin' Beaver Brewery | 11610 E Washington St,2025-07-26 6:00pm ET | COMPLETED | Bummin' Beaver Brewery | 11610 E Washington St
G0105,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-26,,justdeedeemusic bummin beaver washington chagrin falls,facebook_chronological,data/staged/JustDeeDeeMusic Chronological Events V2.csv,107,,COMPLETED,,,past,"11610 E Washington St, Chagrin Falls, OH 44023",JustDeeDeeMusic Live @ Bummin' Beaver Brewery,"11610 E Washington St, Chagrin Falls, OH 44023",,"Saturday, July 26, 2025",Not Listed,"Saturday, July 26, 2025 | Not Listed | JustDeeDeeMusic Live @ Bummin' Beaver Brewery | 11610 E Washington St, Chagrin Falls, OH 44023"
G0105,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-26,18:00,bummin beaver bummin beaver washington chagrin falls,google_calendar_export,data/staged/jddm-calendar-gigs.csv,72,,COMPLETED,justdeedeemusic@gmail.com,3hqiavl6urrgn1bvf8qbib25n0@google.com,past,Bummin' Beaver Brewery,Bummin' Beaver Brewery,"11610 E Washington St, Chagrin Falls, OH 44023",,2025-07-26,6:00pm,"2025-07-26 | 6:00pm | COMPLETED | Bummin' Beaver Brewery | Bummin' Beaver Brewery | 11610 E Washington St, Chagrin Falls, OH 44023"
G0106,4,current_sheet_past_gigs; facebook_chronological; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2025-07-27,,brew kettle brunswick center brunswick,current_sheet_past_gigs,assets/data/jddm-venues.csv,387,5,Played in the Past,,,past,The Brew Kettle Brunswick,2025-07-27,"5288 Center Rd, Brunswick, OH, 44212",the-brew-kettle-brunswick-brunswick-oh-44212,2025-07-27,2025-07-27,2025-07-27
